Distrito,variable,value,Fecha
Cidra,Apr. I,69,Abril 2016
Coamo,Apr. I,44,Abril 2016
Comerío,Apr. I,19,Abril 2016
Corozal,Apr. I,34,Abril 2016
Culebra,Apr. I,12,Abril 2016
Dorado,Apr. I,163,Abril 2016
Fajardo,Apr. I,73,Abril 2016
Florida,Apr. I,7,Abril 2016
Guánica,Apr. I,43,Abril 2016
Guayama,Apr. I,103,Abril 2016
Guayanilla,Apr. I,11,Abril 2016
Guaynabo,Apr. I,186,Abril 2016
Gurabo,Apr. I,36,Abril 2016
Hatillo,Apr. I,170,Abril 2016
Hormigueros,Apr. I,27,Abril 2016
Humacao,Apr. I,101,Abril 2016
Isabela,Apr. I,74,Abril 2016
Jayuya,Apr. I,9,Abril 2016
Juana Díaz,Apr. I,70,Abril 2016
Juncos,Apr. I,37,Abril 2016
Lajas,Apr. I,13,Abril 2016
Lares,Apr. I,49,Abril 2016
Las Marías,Apr. I,21,Abril 2016
Las Piedras,Apr. I,31,Abril 2016
Loiza,Apr. I,41,Abril 2016
Luquillo,Apr. I,58,Abril 2016
Manatí,Apr. I,86,Abril 2016
Maricao,Apr. I,10,Abril 2016
Maunabo,Apr. I,13,Abril 2016
Mayagüez,Apr. I,297,Abril 2016
Moca,Apr. I,32,Abril 2016
Morovis,Apr. I,31,Abril 2016
Naguabo,Apr. I,20,Abril 2016
Naranjito,Apr. I,51,Abril 2016
Orocovis,Apr. I,48,Abril 2016
Patillas,Apr. I,18,Abril 2016
Peñuelas,Apr. I,27,Abril 2016
Ponce,Apr. I,451,Abril 2016
Quebradillas,Apr. I,22,Abril 2016
Rincón,Apr. I,42,Abril 2016
Rio Grande,Apr. I,70,Abril 2016
Sabana Grande,Apr. I,19,Abril 2016
Salinas,Apr. I,63,Abril 2016
San Germán,Apr. I,12,Abril 2016
San Juan,Apr. I,1678,Abril 2016
San Lorenzo,Apr. I,49,Abril 2016
San Sebastián,Apr. I,71,Abril 2016
Santa Isabel,Apr. I,55,Abril 2016
Toa Alta,Apr. I,41,Abril 2016
Toa Baja,Apr. I,237,Abril 2016
Trujillo Alto,Apr. I,88,Abril 2016
Utuado,Apr. I,41,Abril 2016
Vega Alta,Apr. I,144,Abril 2016
Vega Baja,Apr. I,169,Abril 2016
Vieques,Apr. I,23,Abril 2016
Villalba,Apr. I,18,Abril 2016
Yabucoa,Apr. I,39,Abril 2016
Yauco,Apr. I,56,Abril 2016
Adjuntas,H. Auto,1,Abril 2016
Aguada ,H. Auto,1,Abril 2016
Aguadilla,H. Auto,10,Abril 2016
Aguas Buenas,H. Auto,13,Abril 2016
Aibonito,H. Auto,6,Abril 2016
Añasco,H. Auto,1,Abril 2016
Arecibo,H. Auto,18,Abril 2016
Arroyo,H. Auto,,Abril 2016
Barceloneta,H. Auto,10,Abril 2016
Barranquitas,H. Auto,11,Abril 2016
Bayamón,H. Auto,254,Abril 2016
Cabo Rojo,H. Auto,1,Abril 2016
Caguas,H. Auto,73,Abril 2016
Camuy,H. Auto,4,Abril 2016
Canóvanas,H. Auto,7,Abril 2016
Carolina,H. Auto,80,Abril 2016
Cataño,H. Auto,8,Abril 2016
Cayey,H. Auto,15,Abril 2016
Ceiba,H. Auto,1,Abril 2016
Ciales,H. Auto,5,Abril 2016
Cidra,H. Auto,6,Abril 2016
Coamo,H. Auto,4,Abril 2016
Comerío,H. Auto,7,Abril 2016
Corozal,H. Auto,18,Abril 2016
Culebra,H. Auto,,Abril 2016
Dorado,H. Auto,23,Abril 2016
Fajardo,H. Auto,4,Abril 2016
Florida,H. Auto,3,Abril 2016
Guánica,H. Auto,,Abril 2016
Guayama,H. Auto,5,Abril 2016
Guayanilla,H. Auto,,Abril 2016
Guaynabo,H. Auto,27,Abril 2016
Gurabo,H. Auto,1,Abril 2016
Hatillo,H. Auto,12,Abril 2016
Hormigueros,H. Auto,,Abril 2016
Humacao,H. Auto,7,Abril 2016
Isabela,H. Auto,3,Abril 2016
Jayuya,H. Auto,2,Abril 2016
Juana Díaz,H. Auto,7,Abril 2016
Juncos,H. Auto,8,Abril 2016
Lajas,H. Auto,2,Abril 2016
Lares,H. Auto,2,Abril 2016
Las Marías,H. Auto,1,Abril 2016
Las Piedras,H. Auto,7,Abril 2016
Loiza,H. Auto,1,Abril 2016
Luquillo,H. Auto,3,Abril 2016
Manatí,H. Auto,29,Abril 2016
Maricao,H. Auto,,Abril 2016
Maunabo,H. Auto,2,Abril 2016
Mayagüez,H. Auto,10,Abril 2016
Moca,H. Auto,,Abril 2016
Morovis,H. Auto,7,Abril 2016
Naguabo,H. Auto,1,Abril 2016
Naranjito,H. Auto,15,Abril 2016
Orocovis,H. Auto,1,Abril 2016
Patillas,H. Auto,,Abril 2016
Peñuelas,H. Auto,3,Abril 2016
Ponce,H. Auto,39,Abril 2016
Quebradillas,H. Auto,1,Abril 2016
Rincón,H. Auto,1,Abril 2016
Rio Grande,H. Auto,2,Abril 2016
Sabana Grande,H. Auto,2,Abril 2016
Salinas,H. Auto,5,Abril 2016
San Germán,H. Auto,1,Abril 2016
San Juan,H. Auto,299,Abril 2016
San Lorenzo,H. Auto,7,Abril 2016
San Sebastián,H. Auto,3,Abril 2016
Santa Isabel,H. Auto,3,Abril 2016
Toa Alta,H. Auto,25,Abril 2016
Toa Baja,H. Auto,51,Abril 2016
Trujillo Alto,H. Auto,9,Abril 2016
Utuado,H. Auto,1,Abril 2016
Vega Alta,H. Auto,21,Abril 2016
Vega Baja,H. Auto,26,Abril 2016
Vieques,H. Auto,1,Abril 2016
Villalba,H. Auto,3,Abril 2016
Yabucoa,H. Auto,2,Abril 2016
Yauco,H. Auto,,Abril 2016
Adjuntas,Tipo I,10,Febrero 2016
Aguada ,Tipo I,30,Febrero 2016
Aguadilla,Tipo I,96,Febrero 2016
Aguas Buenas,Tipo I,38,Febrero 2016
Aibonito,Tipo I,32,Febrero 2016
Añasco,Tipo I,24,Febrero 2016
Arecibo,Tipo I,117,Febrero 2016
Arroyo,Tipo I,19,Febrero 2016
Barceloneta,Tipo I,61,Febrero 2016
Barranquitas,Tipo I,48,Febrero 2016
Bayamón,Tipo I,702,Febrero 2016
Cabo Rojo,Tipo I,38,Febrero 2016
Caguas,Tipo I,381,Febrero 2016
Camuy,Tipo I,74,Febrero 2016
Canóvanas,Tipo I,83,Febrero 2016
Carolina,Tipo I,483,Febrero 2016
Cataño,Tipo I,51,Febrero 2016
Cayey,Tipo I,84,Febrero 2016
Ceiba,Tipo I,17,Febrero 2016
Ciales,Tipo I,26,Febrero 2016
Cidra,Tipo I,75,Febrero 2016
Coamo,Tipo I,54,Febrero 2016
Comerío,Tipo I,27,Febrero 2016
Corozal,Tipo I,50,Febrero 2016
Culebra,Tipo I,10,Febrero 2016
Dorado,Tipo I,147,Febrero 2016
Fajardo,Tipo I,70,Febrero 2016
Florida,Tipo I,11,Febrero 2016
Guánica,Tipo I,27,Febrero 2016
Guayama,Tipo I,90,Febrero 2016
Guayanilla,Tipo I,15,Febrero 2016
Guaynabo,Tipo I,178,Febrero 2016
Gurabo,Tipo I,41,Febrero 2016
Hatillo,Tipo I,109,Febrero 2016
Hormigueros,Tipo I,23,Febrero 2016
Humacao,Tipo I,119,Febrero 2016
Isabela,Tipo I,66,Febrero 2016
Jayuya,Tipo I,16,Febrero 2016
Juana Díaz,Tipo I,67,Febrero 2016
Juncos,Tipo I,49,Febrero 2016
Lajas,Tipo I,14,Febrero 2016
Lares,Tipo I,48,Febrero 2016
Las Marías,Tipo I,18,Febrero 2016
Las Piedras,Tipo I,42,Febrero 2016
Loiza,Tipo I,49,Febrero 2016
Luquillo,Tipo I,64,Febrero 2016
Manatí,Tipo I,92,Febrero 2016
Maricao,Tipo I,7,Febrero 2016
Maunabo,Tipo I,15,Febrero 2016
Mayagüez,Tipo I,228,Febrero 2016
Moca,Tipo I,25,Febrero 2016
Morovis,Tipo I,43,Febrero 2016
Naguabo,Tipo I,27,Febrero 2016
Naranjito,Tipo I,55,Febrero 2016
Orocovis,Tipo I,46,Febrero 2016
Patillas,Tipo I,24,Febrero 2016
Peñuelas,Tipo I,21,Febrero 2016
Ponce,Tipo I,374,Febrero 2016
Quebradillas,Tipo I,24,Febrero 2016
Rincón,Tipo I,25,Febrero 2016
Rio Grande,Tipo I,62,Febrero 2016
Sabana Grande,Tipo I,25,Febrero 2016
Salinas,Tipo I,58,Febrero 2016
San Germán,Tipo I,17,Febrero 2016
San Juan,Tipo I,1518,Febrero 2016
San Lorenzo,Tipo I,63,Febrero 2016
San Sebastián,Tipo I,65,Febrero 2016
Santa Isabel,Tipo I,35,Febrero 2016
Toa Alta,Tipo I,58,Febrero 2016
Toa Baja,Tipo I,212,Febrero 2016
Trujillo Alto,Tipo I,90,Febrero 2016
Utuado,Tipo I,39,Febrero 2016
Vega Alta,Tipo I,127,Febrero 2016
Vega Baja,Tipo I,172,Febrero 2016
Vieques,Tipo I,26,Febrero 2016
Villalba,Tipo I,22,Febrero 2016
Yabucoa,Tipo I,39,Febrero 2016
Yauco,Tipo I,47,Febrero 2016
Adjuntas,Ases.,0,Febrero 2016
Aguada ,Ases.,0,Febrero 2016
Aguadilla,Ases.,2,Febrero 2016
Aguas Buenas,Ases.,2,Febrero 2016
Aibonito,Ases.,1,Febrero 2016
Añasco,Ases.,0,Febrero 2016
Arecibo,Ases.,1,Febrero 2016
Arroyo,Ases.,1,Febrero 2016
Barceloneta,Ases.,0,Febrero 2016
Barranquitas,Ases.,1,Febrero 2016
Bayamón,Ases.,6,Febrero 2016
Cabo Rojo,Ases.,1,Febrero 2016
Caguas,Ases.,2,Febrero 2016
Camuy,Ases.,0,Febrero 2016
Canóvanas,Ases.,3,Febrero 2016
Carolina,Ases.,3,Febrero 2016
Cataño,Ases.,1,Febrero 2016
Cayey,Ases.,0,Febrero 2016
Ceiba,Ases.,0,Febrero 2016
Ciales,Ases.,0,Febrero 2016
Cidra,Ases.,4,Febrero 2016
Coamo,Ases.,1,Febrero 2016
Comerío,Ases.,1,Febrero 2016
Corozal,Ases.,0,Febrero 2016
Culebra,Ases.,0,Febrero 2016
Dorado,Ases.,1,Febrero 2016
Fajardo,Ases.,2,Febrero 2016
Florida,Ases.,0,Febrero 2016
Guánica,Ases.,0,Febrero 2016
Guayama,Ases.,0,Febrero 2016
Guayanilla,Ases.,3,Febrero 2016
Guaynabo,Ases.,4,Febrero 2016
Gurabo,Ases.,2,Febrero 2016
Hatillo,Ases.,0,Febrero 2016
Hormigueros,Ases.,0,Febrero 2016
Humacao,Ases.,2,Febrero 2016
Isabela,Ases.,2,Febrero 2016
Jayuya,Ases.,0,Febrero 2016
Juana Díaz,Ases.,2,Febrero 2016
Juncos,Ases.,1,Febrero 2016
Lajas,Ases.,0,Febrero 2016
Lares,Ases.,1,Febrero 2016
Las Marías,Ases.,0,Febrero 2016
Las Piedras,Ases.,0,Febrero 2016
Loiza,Ases.,5,Febrero 2016
Luquillo,Ases.,0,Febrero 2016
Manatí,Ases.,0,Febrero 2016
Maricao,Ases.,0,Febrero 2016
Maunabo,Ases.,0,Febrero 2016
Mayagüez,Ases.,4,Febrero 2016
Moca,Ases.,0,Febrero 2016
Morovis,Ases.,3,Febrero 2016
Naguabo,Ases.,1,Febrero 2016
Naranjito,Ases.,1,Febrero 2016
Orocovis,Ases.,1,Febrero 2016
Patillas,Ases.,1,Febrero 2016
Peñuelas,Ases.,0,Febrero 2016
Ponce,Ases.,0,Febrero 2016
Quebradillas,Ases.,0,Febrero 2016
Rincón,Ases.,1,Febrero 2016
Rio Grande,Ases.,3,Febrero 2016
Sabana Grande,Ases.,0,Febrero 2016
Salinas,Ases.,1,Febrero 2016
San Germán,Ases.,0,Febrero 2016
San Juan,Ases.,23,Febrero 2016
San Lorenzo,Ases.,1,Febrero 2016
San Sebastián,Ases.,0,Febrero 2016
Santa Isabel,Ases.,4,Febrero 2016
Toa Alta,Ases.,0,Febrero 2016
Toa Baja,Ases.,0,Febrero 2016
Trujillo Alto,Ases.,3,Febrero 2016
Utuado,Ases.,1,Febrero 2016
Vega Alta,Ases.,1,Febrero 2016
Vega Baja,Ases.,1,Febrero 2016
Vieques,Ases.,0,Febrero 2016
Villalba,Ases.,0,Febrero 2016
Yabucoa,Ases.,1,Febrero 2016
Yauco,Ases.,0,Febrero 2016
Adjuntas,Viol.,0,Febrero 2016
Aguada ,Viol.,0,Febrero 2016
Aguadilla,Viol.,1,Febrero 2016
Aguas Buenas,Viol.,0,Febrero 2016
Aibonito,Viol.,0,Febrero 2016
Añasco,Viol.,0,Febrero 2016
Arecibo,Viol.,1,Febrero 2016
Arroyo,Viol.,0,Febrero 2016
Barceloneta,Viol.,0,Febrero 2016
Barranquitas,Viol.,1,Febrero 2016
Bayamón,Viol.,2,Febrero 2016
Cabo Rojo,Viol.,0,Febrero 2016
Caguas,Viol.,2,Febrero 2016
Camuy,Viol.,0,Febrero 2016
Canóvanas,Viol.,1,Febrero 2016
Carolina,Viol.,0,Febrero 2016
Cataño,Viol.,1,Febrero 2016
Cayey,Viol.,0,Febrero 2016
Ceiba,Viol.,0,Febrero 2016
Ciales,Viol.,0,Febrero 2016
Cidra,Viol.,1,Febrero 2016
Coamo,Viol.,0,Febrero 2016
Comerío,Viol.,0,Febrero 2016
Corozal,Viol.,0,Febrero 2016
Culebra,Viol.,0,Febrero 2016
Dorado,Viol.,0,Febrero 2016
Fajardo,Viol.,1,Febrero 2016
Florida,Viol.,0,Febrero 2016
Guánica,Viol.,0,Febrero 2016
Guayama,Viol.,0,Febrero 2016
Guayanilla,Viol.,0,Febrero 2016
Guaynabo,Viol.,0,Febrero 2016
Gurabo,Viol.,0,Febrero 2016
Hatillo,Viol.,0,Febrero 2016
Hormigueros,Viol.,1,Febrero 2016
Humacao,Viol.,0,Febrero 2016
Isabela,Viol.,0,Febrero 2016
Jayuya,Viol.,0,Febrero 2016
Juana Díaz,Viol.,0,Febrero 2016
Juncos,Viol.,0,Febrero 2016
Lajas,Viol.,0,Febrero 2016
Lares,Viol.,0,Febrero 2016
Las Marías,Viol.,0,Febrero 2016
Las Piedras,Viol.,0,Febrero 2016
Loiza,Viol.,1,Febrero 2016
Luquillo,Viol.,0,Febrero 2016
Manatí,Viol.,0,Febrero 2016
Maricao,Viol.,0,Febrero 2016
Maunabo,Viol.,0,Febrero 2016
Mayagüez,Viol.,2,Febrero 2016
Moca,Viol.,0,Febrero 2016
Morovis,Viol.,0,Febrero 2016
Naguabo,Viol.,1,Febrero 2016
Naranjito,Viol.,0,Febrero 2016
Orocovis,Viol.,0,Febrero 2016
Patillas,Viol.,0,Febrero 2016
Peñuelas,Viol.,0,Febrero 2016
Ponce,Viol.,1,Febrero 2016
Quebradillas,Viol.,0,Febrero 2016
Rincón,Viol.,0,Febrero 2016
Rio Grande,Viol.,0,Febrero 2016
Sabana Grande,Viol.,1,Febrero 2016
Salinas,Viol.,0,Febrero 2016
San Germán,Viol.,0,Febrero 2016
San Juan,Viol.,2,Febrero 2016
San Lorenzo,Viol.,0,Febrero 2016
San Sebastián,Viol.,1,Febrero 2016
Santa Isabel,Viol.,1,Febrero 2016
Toa Alta,Viol.,0,Febrero 2016
Toa Baja,Viol.,0,Febrero 2016
Trujillo Alto,Viol.,1,Febrero 2016
Utuado,Viol.,0,Febrero 2016
Vega Alta,Viol.,0,Febrero 2016
Vega Baja,Viol.,1,Febrero 2016
Vieques,Viol.,1,Febrero 2016
Villalba,Viol.,0,Febrero 2016
Yabucoa,Viol.,0,Febrero 2016
Yauco,Viol.,0,Febrero 2016
Adjuntas,Trata Hum.,0,Febrero 2016
Aguada ,Trata Hum.,0,Febrero 2016
Aguadilla,Trata Hum.,0,Febrero 2016
Aguas Buenas,Trata Hum.,0,Febrero 2016
Aibonito,Trata Hum.,0,Febrero 2016
Añasco,Trata Hum.,0,Febrero 2016
Arecibo,Trata Hum.,0,Febrero 2016
Arroyo,Trata Hum.,0,Febrero 2016
Barceloneta,Trata Hum.,0,Febrero 2016
Barranquitas,Trata Hum.,0,Febrero 2016
Bayamón,Trata Hum.,0,Febrero 2016
Cabo Rojo,Trata Hum.,0,Febrero 2016
Caguas,Trata Hum.,0,Febrero 2016
Camuy,Trata Hum.,0,Febrero 2016
Canóvanas,Trata Hum.,0,Febrero 2016
Carolina,Trata Hum.,0,Febrero 2016
Cataño,Trata Hum.,0,Febrero 2016
Cayey,Trata Hum.,0,Febrero 2016
Ceiba,Trata Hum.,0,Febrero 2016
Ciales,Trata Hum.,0,Febrero 2016
Cidra,Trata Hum.,0,Febrero 2016
Coamo,Trata Hum.,0,Febrero 2016
Comerío,Trata Hum.,0,Febrero 2016
Corozal,Trata Hum.,0,Febrero 2016
Culebra,Trata Hum.,0,Febrero 2016
Dorado,Trata Hum.,0,Febrero 2016
Fajardo,Trata Hum.,0,Febrero 2016
Florida,Trata Hum.,0,Febrero 2016
Guánica,Trata Hum.,0,Febrero 2016
Guayama,Trata Hum.,0,Febrero 2016
Guayanilla,Trata Hum.,0,Febrero 2016
Guaynabo,Trata Hum.,0,Febrero 2016
Gurabo,Trata Hum.,0,Febrero 2016
Hatillo,Trata Hum.,0,Febrero 2016
Hormigueros,Trata Hum.,0,Febrero 2016
Humacao,Trata Hum.,0,Febrero 2016
Isabela,Trata Hum.,0,Febrero 2016
Jayuya,Trata Hum.,0,Febrero 2016
Juana Díaz,Trata Hum.,0,Febrero 2016
Juncos,Trata Hum.,0,Febrero 2016
Lajas,Trata Hum.,0,Febrero 2016
Lares,Trata Hum.,0,Febrero 2016
Las Marías,Trata Hum.,0,Febrero 2016
Las Piedras,Trata Hum.,0,Febrero 2016
Loiza,Trata Hum.,0,Febrero 2016
Luquillo,Trata Hum.,0,Febrero 2016
Manatí,Trata Hum.,0,Febrero 2016
Maricao,Trata Hum.,0,Febrero 2016
Maunabo,Trata Hum.,0,Febrero 2016
Mayagüez,Trata Hum.,0,Febrero 2016
Moca,Trata Hum.,0,Febrero 2016
Morovis,Trata Hum.,0,Febrero 2016
Naguabo,Trata Hum.,0,Febrero 2016
Naranjito,Trata Hum.,0,Febrero 2016
Orocovis,Trata Hum.,0,Febrero 2016
Patillas,Trata Hum.,0,Febrero 2016
Peñuelas,Trata Hum.,0,Febrero 2016
Ponce,Trata Hum.,0,Febrero 2016
Quebradillas,Trata Hum.,0,Febrero 2016
Rincón,Trata Hum.,0,Febrero 2016
Rio Grande,Trata Hum.,0,Febrero 2016
Sabana Grande,Trata Hum.,0,Febrero 2016
Salinas,Trata Hum.,0,Febrero 2016
San Germán,Trata Hum.,0,Febrero 2016
San Juan,Trata Hum.,0,Febrero 2016
San Lorenzo,Trata Hum.,0,Febrero 2016
San Sebastián,Trata Hum.,0,Febrero 2016
Santa Isabel,Trata Hum.,0,Febrero 2016
Toa Alta,Trata Hum.,0,Febrero 2016
Toa Baja,Trata Hum.,0,Febrero 2016
Trujillo Alto,Trata Hum.,0,Febrero 2016
Utuado,Trata Hum.,0,Febrero 2016
Vega Alta,Trata Hum.,0,Febrero 2016
Vega Baja,Trata Hum.,0,Febrero 2016
Vieques,Trata Hum.,0,Febrero 2016
Villalba,Trata Hum.,0,Febrero 2016
Yabucoa,Trata Hum.,0,Febrero 2016
Yauco,Trata Hum.,0,Febrero 2016
Adjuntas,Robo,1,Febrero 2016
Aguada ,Robo,2,Febrero 2016
Aguadilla,Robo,6,Febrero 2016
Aguas Buenas,Robo,7,Febrero 2016
Aibonito,Robo,0,Febrero 2016
Añasco,Robo,0,Febrero 2016
Arecibo,Robo,7,Febrero 2016
Arroyo,Robo,2,Febrero 2016
Barceloneta,Robo,6,Febrero 2016
Barranquitas,Robo,3,Febrero 2016
Bayamón,Robo,69,Febrero 2016
Cabo Rojo,Robo,0,Febrero 2016
Caguas,Robo,36,Febrero 2016
Camuy,Robo,8,Febrero 2016
Canóvanas,Robo,2,Febrero 2016
Carolina,Robo,36,Febrero 2016
Cataño,Robo,4,Febrero 2016
Cayey,Robo,7,Febrero 2016
Ceiba,Robo,2,Febrero 2016
Ciales,Robo,1,Febrero 2016
Cidra,Robo,11,Febrero 2016
Coamo,Robo,3,Febrero 2016
Comerío,Robo,2,Febrero 2016
Corozal,Robo,6,Febrero 2016
Culebra,Robo,0,Febrero 2016
Dorado,Robo,17,Febrero 2016
Fajardo,Robo,1,Febrero 2016
Florida,Robo,0,Febrero 2016
Guánica,Robo,0,Febrero 2016
Guayama,Robo,2,Febrero 2016
Guayanilla,Robo,2,Febrero 2016
Guaynabo,Robo,19,Febrero 2016
Gurabo,Robo,6,Febrero 2016
Hatillo,Robo,7,Febrero 2016
Hormigueros,Robo,1,Febrero 2016
Humacao,Robo,14,Febrero 2016
Isabela,Robo,0,Febrero 2016
Jayuya,Robo,0,Febrero 2016
Juana Díaz,Robo,3,Febrero 2016
Juncos,Robo,8,Febrero 2016
Lajas,Robo,0,Febrero 2016
Lares,Robo,1,Febrero 2016
Las Marías,Robo,0,Febrero 2016
Las Piedras,Robo,5,Febrero 2016
Loiza,Robo,4,Febrero 2016
Luquillo,Robo,3,Febrero 2016
Manatí,Robo,10,Febrero 2016
Maricao,Robo,0,Febrero 2016
Maunabo,Robo,1,Febrero 2016
Mayagüez,Robo,12,Febrero 2016
Moca,Robo,0,Febrero 2016
Morovis,Robo,6,Febrero 2016
Naguabo,Robo,4,Febrero 2016
Naranjito,Robo,4,Febrero 2016
Orocovis,Robo,4,Febrero 2016
Patillas,Robo,1,Febrero 2016
Peñuelas,Robo,0,Febrero 2016
Ponce,Robo,37,Febrero 2016
Quebradillas,Robo,3,Febrero 2016
Rincón,Robo,0,Febrero 2016
Rio Grande,Robo,6,Febrero 2016
Sabana Grande,Robo,2,Febrero 2016
Salinas,Robo,1,Febrero 2016
San Germán,Robo,2,Febrero 2016
San Juan,Robo,202,Febrero 2016
San Lorenzo,Robo,12,Febrero 2016
San Sebastián,Robo,0,Febrero 2016
Santa Isabel,Robo,1,Febrero 2016
Toa Alta,Robo,9,Febrero 2016
Toa Baja,Robo,30,Febrero 2016
Trujillo Alto,Robo,9,Febrero 2016
Utuado,Robo,0,Febrero 2016
Vega Alta,Robo,7,Febrero 2016
Vega Baja,Robo,21,Febrero 2016
Vieques,Robo,1,Febrero 2016
Villalba,Robo,0,Febrero 2016
Yabucoa,Robo,1,Febrero 2016
Yauco,Robo,0,Febrero 2016
Adjuntas,Agr. Grave,1,Febrero 2016
Aguada ,Agr. Grave,6,Febrero 2016
Aguadilla,Agr. Grave,14,Febrero 2016
Aguas Buenas,Agr. Grave,2,Febrero 2016
Aibonito,Agr. Grave,3,Febrero 2016
Añasco,Agr. Grave,2,Febrero 2016
Arecibo,Agr. Grave,7,Febrero 2016
Arroyo,Agr. Grave,1,Febrero 2016
Barceloneta,Agr. Grave,5,Febrero 2016
Barranquitas,Agr. Grave,3,Febrero 2016
Bayamón,Agr. Grave,15,Febrero 2016
Cabo Rojo,Agr. Grave,7,Febrero 2016
Caguas,Agr. Grave,8,Febrero 2016
Camuy,Agr. Grave,8,Febrero 2016
Canóvanas,Agr. Grave,9,Febrero 2016
Carolina,Agr. Grave,23,Febrero 2016
Cataño,Agr. Grave,5,Febrero 2016
Cayey,Agr. Grave,10,Febrero 2016
Ceiba,Agr. Grave,3,Febrero 2016
Ciales,Agr. Grave,1,Febrero 2016
Cidra,Agr. Grave,2,Febrero 2016
Coamo,Agr. Grave,4,Febrero 2016
Comerío,Agr. Grave,4,Febrero 2016
Corozal,Agr. Grave,0,Febrero 2016
Culebra,Agr. Grave,0,Febrero 2016
Dorado,Agr. Grave,3,Febrero 2016
Fajardo,Agr. Grave,17,Febrero 2016
Florida,Agr. Grave,3,Febrero 2016
Guánica,Agr. Grave,1,Febrero 2016
Guayama,Agr. Grave,8,Febrero 2016
Guayanilla,Agr. Grave,4,Febrero 2016
Guaynabo,Agr. Grave,12,Febrero 2016
Gurabo,Agr. Grave,4,Febrero 2016
Hatillo,Agr. Grave,4,Febrero 2016
Hormigueros,Agr. Grave,2,Febrero 2016
Humacao,Agr. Grave,6,Febrero 2016
Isabela,Agr. Grave,4,Febrero 2016
Jayuya,Agr. Grave,8,Febrero 2016
Juana Díaz,Agr. Grave,18,Febrero 2016
Juncos,Agr. Grave,13,Febrero 2016
Lajas,Agr. Grave,1,Febrero 2016
Lares,Agr. Grave,4,Febrero 2016
Las Marías,Agr. Grave,1,Febrero 2016
Las Piedras,Agr. Grave,1,Febrero 2016
Loiza,Agr. Grave,12,Febrero 2016
Luquillo,Agr. Grave,8,Febrero 2016
Manatí,Agr. Grave,5,Febrero 2016
Maricao,Agr. Grave,1,Febrero 2016
Maunabo,Agr. Grave,1,Febrero 2016
Mayagüez,Agr. Grave,24,Febrero 2016
Moca,Agr. Grave,1,Febrero 2016
Morovis,Agr. Grave,1,Febrero 2016
Naguabo,Agr. Grave,3,Febrero 2016
Naranjito,Agr. Grave,1,Febrero 2016
Orocovis,Agr. Grave,3,Febrero 2016
Patillas,Agr. Grave,3,Febrero 2016
Peñuelas,Agr. Grave,2,Febrero 2016
Ponce,Agr. Grave,41,Febrero 2016
Quebradillas,Agr. Grave,3,Febrero 2016
Rincón,Agr. Grave,2,Febrero 2016
Rio Grande,Agr. Grave,6,Febrero 2016
Sabana Grande,Agr. Grave,6,Febrero 2016
Salinas,Agr. Grave,4,Febrero 2016
San Germán,Agr. Grave,6,Febrero 2016
San Juan,Agr. Grave,87,Febrero 2016
San Lorenzo,Agr. Grave,6,Febrero 2016
San Sebastián,Agr. Grave,3,Febrero 2016
Santa Isabel,Agr. Grave,2,Febrero 2016
Toa Alta,Agr. Grave,1,Febrero 2016
Toa Baja,Agr. Grave,12,Febrero 2016
Trujillo Alto,Agr. Grave,7,Febrero 2016
Utuado,Agr. Grave,11,Febrero 2016
Vega Alta,Agr. Grave,8,Febrero 2016
Vega Baja,Agr. Grave,4,Febrero 2016
Vieques,Agr. Grave,5,Febrero 2016
Villalba,Agr. Grave,2,Febrero 2016
Yabucoa,Agr. Grave,2,Febrero 2016
Yauco,Agr. Grave,16,Febrero 2016
Adjuntas,Esc.,2,Febrero 2016
Aguada ,Esc.,4,Febrero 2016
Aguadilla,Esc.,22,Febrero 2016
Aguas Buenas,Esc.,9,Febrero 2016
Aibonito,Esc.,9,Febrero 2016
Añasco,Esc.,10,Febrero 2016
Arecibo,Esc.,30,Febrero 2016
Arroyo,Esc.,12,Febrero 2016
Barceloneta,Esc.,12,Febrero 2016
Barranquitas,Esc.,15,Febrero 2016
Bayamón,Esc.,94,Febrero 2016
Cabo Rojo,Esc.,7,Febrero 2016
Caguas,Esc.,66,Febrero 2016
Camuy,Esc.,10,Febrero 2016
Canóvanas,Esc.,18,Febrero 2016
Carolina,Esc.,91,Febrero 2016
Cataño,Esc.,9,Febrero 2016
Cayey,Esc.,15,Febrero 2016
Ceiba,Esc.,7,Febrero 2016
Ciales,Esc.,10,Febrero 2016
Cidra,Esc.,12,Febrero 2016
Coamo,Esc.,17,Febrero 2016
Comerío,Esc.,9,Febrero 2016
Corozal,Esc.,13,Febrero 2016
Culebra,Esc.,4,Febrero 2016
Dorado,Esc.,38,Febrero 2016
Fajardo,Esc.,18,Febrero 2016
Florida,Esc.,4,Febrero 2016
Guánica,Esc.,4,Febrero 2016
Guayama,Esc.,25,Febrero 2016
Guayanilla,Esc.,2,Febrero 2016
Guaynabo,Esc.,24,Febrero 2016
Gurabo,Esc.,10,Febrero 2016
Hatillo,Esc.,15,Febrero 2016
Hormigueros,Esc.,5,Febrero 2016
Humacao,Esc.,45,Febrero 2016
Isabela,Esc.,19,Febrero 2016
Jayuya,Esc.,2,Febrero 2016
Juana Díaz,Esc.,12,Febrero 2016
Juncos,Esc.,8,Febrero 2016
Lajas,Esc.,8,Febrero 2016
